순번,제목,내용,사용자_정보,카페명,작성일,링크
260,개인연금과 IRP 둘중 선택,안녕하세요 30대 초반입니다. 개인연금과 IRP 둘중 하나 10만원씩 넣을까하는데요. 어떤게 좋을지.. 몰라서 고민중입니다. 둘다 세액은 비슷하고 세금도 비슷한거로 알고 있습니다. 대략 연 120만원에 *12% = 14만원 세액이 나오는거로 알고 있습니다. 연금이 나을지.. IRP 나을지 비슷한 성향인것같아 조언 부탁드립니다.,"은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2024.12.27.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/237648?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjM3NjQ4LCJpc3N1ZWRBdCI6MTc1MDcyODI2MjkxNH0.3oej2tb2iTWC9el9OtmczalcvHvqCKMS32_8F5tckkU
261,신용회복중 퇴직연금 irp계좌,퇴직금 받을게있는데 하필또 우리은행 이네요... 우리은행 압류가 있어서 우리은행 계좌에 압류가 있는 상태에 우리은행 irp계좌를 만들면 압류가 들어오나요?? 신용회복은 20회차 넘게 납부중입니다,"신용회복위원회 공식카페
2025.03.31.",카페명 없음,날짜 없음,https://cafe.naver.com/ccrs5500/617401?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImNjcnM1NTAwIiwiYXJ0aWNsZUlkIjo2MTc0MDEsImlzc3VlZEF0IjoxNzUwNzI4MjYyOTE0fQ.CK4VNICtJ3IQHaMtcxsaOo6pGA1cmDsjqaaaFmMfwg4
262,DC계좌와 IRP계좌에 현금은 그자체로 이자가 붙나요?,지인과 제가 퇴직연금을 dc와 irp로 받아서 10년 장기보유로 etf투자를 시작했는데요 현금으로 둔 금액들은 그자체로 이자가 붙나요?,"은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2025.04.05.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/263837?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjYzODM3LCJpc3N1ZWRBdCI6MTc1MDcyODI2MjkxNH0.h1LbcqF7KecvDeVcohPYcgtpXSWuVbd0vqdukcMDOpI
263,세액공제받지않은 irp계좌는 10년수령 안해도 되나요?,퇴직금 받은 irp랑 세액공제받은 계좌는 10년간 나눠서 받아야 세금이 절약된다고 알고 있습니다 세액공제받지않은 irp계좌를 따로 운용했을때 이계좌는 10년에 나눠받지않고 단기간에 찾아써도 문제없을까요? 공부할수록 자꾸 헷갈려지네요,"은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2025.02.21.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/251508?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjUxNTA4LCJpc3N1ZWRBdCI6MTc1MDcyODI2MjkxNX0.Tx_EUBj8Z8JGG-3lWsPW_lNMJ_1vAY_Iz8Qbu6YRC3I
264,IRP계좌 수령개시...,지난달에 퇴직하고 퇴직금을 IRP로 받았네요.. 해약하고 모두찾는다면면 60세가 넘어 약5-6%의 세금을 부여되네요.. 해약하지 않고 수령을 개시한다면 매년 1/10만 수령가능하며 세금은 약 3.5-4%정도 되는것 같아요.. 제생각에는 내년5월 연말정산에 대비하여 퇴직금수령 계좌를 해약하고 그중 900만원을 다른 계좌에 넣어 올해 연봉에대한 소득공제을 받고 나머지 금액은 증권계좌로 옮겨 많이 떨어진...,"은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2024.11.26.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/229507?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjI5NTA3LCJpc3N1ZWRBdCI6MTc1MDcyODI2MjkxNX0.2OdLc-PBsWoqEPYo4UHtvzyQjS_Q2heaPup8EFabLdw
265,irp계좌가 있는 증권사에 퇴직금irp 만들어 수령 가능한가요?,irp계좌는 한 증권사에 하나씩만 가능하다고 알고있습니다 그러나 퇴직금은 예외로 퇴직irp를 하나더 만들수 있다고 들었는데 이글저글 너무 많이 찾아서 읽다보니 헷갈려지네요 어떤 글에서 퇴직금irp가 먼저 있었으면 적립irp를 만들수 있지만 그 반대로는 안된다고 하는 글도 본것같아요 이게 맞는 말인지요? 곧 임피를 앞두고 퇴직금 수령해야하는데요.... 몇개월전 미래에셋에 계좌를 하나 만들어서...,"은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2025.01.02.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/238977?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjM4OTc3LCJpc3N1ZWRBdCI6MTc1MDcyODI2MjkxNX0.AUjZkSWXrQ6VSmnLlOPDz4eobU81ukjgZTmouPTEejI
266,25년도 연금저축 600백 IRP퇴직연금 300백 입금 완료^^,"24년도 연말정산 1,178,219원 받아서 IRP 넣고 매수 완료 올해 숙제 마무리 했습니다^^","한국/미국주식 : 장기투자를 지향하는 대표 주식카페
2025.02.25.",카페명 없음,날짜 없음,https://cafe.naver.com/pointns/505870?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6InBvaW50bnMiLCJhcnRpY2xlSWQiOjUwNTg3MCwiaXNzdWVkQXQiOjE3NTA3MjgyNjI5MTV9.a0rqj_7FIhjjl5Grg4wpyyobd8uaOuEnz2rYldDwkc4
267,IRP계좌 문의드립니다.,제가 국민은행에서 직원분이 추천해주셔가지고 개인형IRP(적립겸용) 10만원씩 납입중인데 (2021년도부터 했어요) 나무증권에서 IRP계좌를 하나 더 개설할 수 있는거죠? 계좌개설 해서 ETF에 투자하고 싶어서요ㅠ 그리고 연금저축펀드계좌도 개설해서 50만원씩 모으기 해놓은 상태인데 이 계좌도 하나 더 개설해서 투자하는게 이득일까요? ㅠㅠ 답변부탁드립니다.,"월급쟁이 재테크 연구카페(예금,적금,펀드,보험,CMA,주식,경매)
대표
2025.01.30.",카페명 없음,날짜 없음,https://cafe.naver.com/onepieceholicplus/5333377?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Im9uZXBpZWNlaG9saWNwbHVzIiwiYXJ0aWNsZUlkIjo1MzMzMzc3LCJpc3N1ZWRBdCI6MTc1MDcyODI2MjkxNX0.hGpIABprvUPUaniVpsa021bIojbCj9-EeL1gUhjDZ7k
268,ISA 만기금을 IRP 투자 시 세제혜택,":) ISA는 운좋게 알게 되어 3년전 가입했는데 IRP는 이제서야 알게되었습니다. 마침 ISA 만기도 도래하거니와 미래 삶도 대비하고, 또한 세제 혜택을 누려보고자 최근 카페를 통해 배운 금융 지식을 바탕으로 이런 계획를 세워보고자 합니다. 제 실행 계획에 잘못된 사항은 없는지 판단 부탁드립니다. ㅇ ISA 계좌 해지 예정(6천만원, 3년 만기 도래) ㅇ 신규 연금저축펀드 개설 + 신규 개설 ㅇ ISA 만기...","은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2024.11.17.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/227407?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjI3NDA3LCJpc3N1ZWRBdCI6MTc1MDcyODI2MjkxNX0.9tyf3k1Vw_peVv1y33NNKf7G6eWnmMQ56TGigXVd4cs
269,"ISA, 연금저축, IRP질문!!","형님들 직투 계좌에 대부분 돈이있어서 올해부터 조금씩 이동시키려고합니다. 1. ISA는 연봉 5천넘어도 비과세나 세금혜택때문에 가입하는거죠? 직투 세금보다 낮은거같아서요! 2. 연금저축600, IRP300 이 적당할까요?? 꽉채워서 넣으려고합니다. 다들 꽉채워 넣으시는지 궁금합니닷ㅎㅎ 형님들은 어떤식으로 분산시켜넣으시는지~","미국 주식이 미래다
2025.01.18.",카페명 없음,날짜 없음,https://cafe.naver.com/likeusstock/1157563?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imxpa2V1c3N0b2NrIiwiYXJ0aWNsZUlkIjoxMTU3NTYzLCJpc3N1ZWRBdCI6MTc1MDcyODI2MjkxNX0.5cs5zo-UsFCqWM-qmXGPp9t2P-mCSn14jZq0HYREHJw
270,만일 IRP 연금저축 수령중일때,만일 미래에셋 IRP 그리고 연금저축을 연금개시해서 수령하고 있다면 … 미래에셋에 IRP 연금저축계좌를 하나씩 다시 만들 수 있는지요?,"은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2025.01.04.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/239329?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjM5MzI5LCJpc3N1ZWRBdCI6MTc1MDcyODI2MjkxNX0.Gcmd39m46A_8xyPwBMLEC1FLA0IbFKcMZPVGYqX0VJo
271,IRP 계좌 확인서 서류 관련,"안녕하세요~ IRP계좌로 퇴사하는 직원분 퇴직금을 지급하려고 하는데 IRP 계좌 사본이 아닌 ""퇴직연금 가입확인서 (개인IRP)""라는 서류를 전달받았습니다. 혹시 해당 서류도 계좌 사본과 동일한 기능을 하고 퇴직금 지급에 문제가 없는 서류인가요? 처음이라 모르는게 많네요ㅜㅜ 도움주시면 감사하겠습니다. 감사합니다","경리-회계 직장인들의 쉼터
2024.12.11.",카페명 없음,날짜 없음,https://cafe.naver.com/aclove/596372?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImFjbG92ZSIsImFydGljbGVJZCI6NTk2MzcyLCJpc3N1ZWRBdCI6MTc1MDcyODI3MTE4Mn0.y8NTOcisJhMeqOXhZRu3aSPlByk6BeOPLQE0uwf-79E
272,하나은행에서 irp 만들었는데 실수한걸까요..?,"그런데 마침 상담원 옆에 irp 책자가 있어서 보고 있는데 상담직원이 노란우산공제 만드는 김에 같이 만들면 더 좋다고 해서, 마침 저도 연저펀이랑 irp 계좌 개설을 생각하고 있던 찰나에.. 직원이 계속해서 권유하는 바람에 깊은 고민도 못한채 이끌려서 irp계좌도 개설하고 일단 추후에 납입금액 변경할 목적으로 월 10만원 자동납입으로 해놓고 나왔는데요.. 제가 는 증권사가 더 좋다는 말을 많이 들었는데...","미국 주식이 미래다
2024.08.30.",카페명 없음,날짜 없음,https://cafe.naver.com/likeusstock/1079844?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imxpa2V1c3N0b2NrIiwiYXJ0aWNsZUlkIjoxMDc5ODQ0LCJpc3N1ZWRBdCI6MTc1MDcyODI3MTE4Mn0.IPxd9aYeDn8SZ8w9r5Zamp784wtlBSLyA_4aFO3j-j8
273,irp나 연금저축 추천,연말정산때 너무 많이 토해내서 irp나 연금저축을 들려고 하는데 너무 종류도 많고 어렵네요 본인이 하시고 추천해주고 싶으신 irp 증권사가 있으실까요?? 연금저축도요... 미리 감사합니다^^,"마이키_마포에서 아이 키우기
대표
2025.03.28.",카페명 없음,날짜 없음,https://cafe.naver.com/mapomommy/1347622?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Im1hcG9tb21teSIsImFydGljbGVJZCI6MTM0NzYyMiwiaXNzdWVkQXQiOjE3NTA3MjgyNzExODJ9.BM4EZOaF4m7QMTC12qUkBZPanKy3XnTNAhU3uy4orB4
274,IRP에 퇴직금 제외하고 300만원 넣으면 세액공제 되는 건가요?,"올해 직장을 옮기면서 IRP에 퇴직금이 입금될 예정입니다. 해마다 연금저축에 600만원, IRP에 300만원씩 넣어서 세액공제를 받았는데, 다음 달에 퇴직금이 입금되면 올해 IRP는 퇴직금에서 입금된 300만원이 세액공제가 되는 건가요? 아니면 추가로 납입한 300만원도 세액공제가 되는 건가요? 아시는 분 정보공유 부탁드려요.","부동산 스터디'
대표
2025.02.26.",카페명 없음,날짜 없음,https://cafe.naver.com/jaegebal/5589773?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImphZWdlYmFsIiwiYXJ0aWNsZUlkIjo1NTg5NzczLCJpc3N1ZWRBdCI6MTc1MDcyODI3MTE4Mn0.aHvhiRokeRenL3uePvSHiKZOmp09rdjmAJxrnGxIM6Y
275,"재린이 IRP,개인연금 퇴직연금 질문","이번연말정산때 다들 절세혜택 받으시능 것을 보고 IRP,개인연금,ISA에 관심을 가지게 되었습니다. 저는 아쉽게도 이번엔 절세혜택을 받지못하여 내년을 기약하며 알아보고있는데요 현재 제가 회사에서 받는 퇴직연금은 DC형입니다. IRP,개인연금 계좌를 개설하였는데 두개합쳐 연간 900만원 한도라고 들었습니다. 회사에서 받는 DC형도 금액 에 포함된 것 일까요?? 포함된다면 에포함되는지 개인연금에...","월급쟁이 재테크 연구카페(예금,적금,펀드,보험,CMA,주식,경매)
대표
2025.02.03.",카페명 없음,날짜 없음,https://cafe.naver.com/onepieceholicplus/5339631?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Im9uZXBpZWNlaG9saWNwbHVzIiwiYXJ0aWNsZUlkIjo1MzM5NjMxLCJpc3N1ZWRBdCI6MTc1MDcyODI3MTE4Mn0._ZZG5wNfZsOnRmhs21I6Mny7SxsLljVH1ZeT0v3Alww
276,안녕하세요 irp관련하여 여쭤볼게있습니다,"퇴직겸용 irp계좌가 국민, 미래에셋 두군데에 있습니다. 퇴직금은 국민에서 etf로 운용중이고 미래에셋은 신규로 만들었습니다. 작지만 여유금이 생겨서 미래에셋 irp에 투자해놓고 싶은데 이체가 안되네요.. 아마 회사에서 지정한 퇴직금만 들어갈 수 있는 것 같은데 이 경우엔 어떻게 해야 하나요? 미래에셋 계좌고 국민입니다 국민은 이대로 쭉 냅두고 미래에셋에서 하고싶은데 를 잘못 만든 걸까요ㅠ","은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2024.12.10.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/233122?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjMzMTIyLCJpc3N1ZWRBdCI6MTc1MDcyODI3MTE4Mn0.2dFoWzQXOQyGAxf19NEbH1aNWeLPap-JqO46zIfzRNU
277,은행에서 가입한 IRP 안전자산,"혹시 추천해주실수 있는게 있을까요? 안전자산으로 TDF2055 하고 있는데 여기서 언급되는 IRP 안전자산인 미국테크top10 채권혼합 엔비디아 채권혼합, 나스닥 채권혼합 이러한 것들이 은행 IRP 에서는 상품 판매를 안하고 있네요. 회사와 관련되어 증권사 대신 은행 밖에 할수 없는데.. TDF 말고 추천해주실 만한게 있는지 고견부탁드립니다","미국 주식이 미래다
2024.12.04.",카페명 없음,날짜 없음,https://cafe.naver.com/likeusstock/1127909?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imxpa2V1c3N0b2NrIiwiYXJ0aWNsZUlkIjoxMTI3OTA5LCJpc3N1ZWRBdCI6MTc1MDcyODI3MTE4Mn0.1UwT0rwGuUDal5dqebECu-mZxv4OdGeeGmqEsY4JUvI
278,퇴직 1년...나의 퇴직연금은 지금 어디쯤 왔나..퇴직1년 IRP계좌 투자복기,"( 이런 더 공격적으로 다 넣었으면 25%는 먹었을 거 아냐..) ㅎㅎ IRP 투자비중 그래도 위처럼 분산해 놓으니 하락장이 와도 현금성자산,채권이 많아 대응할 수 있고, 달러/원화 분산해놓으니 이것도 지금처럼 달러 요동칠때 적당히 교체매매가능하고 나름 심신이 안정됩니다. 거기에 살짝 테슬라나 팔란티어가 이름값 해주는 바램도 반영하고.. 대충 올해 하락기를 거쳐 적당한 배분으로 포트폴리오를 완성했는데...","은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2025.05.17.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/274596?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6Mjc0NTk2LCJpc3N1ZWRBdCI6MTc1MDcyODI3MTE4Mn0.Tdr7VwMRSkKJnglMmx8O2y2SfLQo98lSRzeCvp7GAvg
279,IRP로 들어간 퇴직금 55세가 안됐는데 어떻게 하고 계신가요?,"★질문 전 검색 필수!!!★ * 직구-질문 게시판 : 해외직구 관련 질문 * 일반-질문 게시판 : 그 외 질문 * 몰테일 입고/배송/반송문의는 몰테일 고객센터로 문의해 주세요. ※ 모든 쿠폰 구함글은 허용하지 않습니다. 연금수령나이는 아직 한참 멀었고, 퇴직금을 IRP계좌로 넣어준대요. 이거 해지하면 어떻게 되나요? 2년 계약직하고 받은 퇴직금이라 금액은 얼마 안되는데 어떻게 하는 게 좋은건지 의견 좀 주세요~","● 몰테일 스토리 - 쉽고 빠른 해외직구 ●
대표
3주 전",카페명 없음,날짜 없음,https://cafe.naver.com/malltail/7263450?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Im1hbGx0YWlsIiwiYXJ0aWNsZUlkIjo3MjYzNDUwLCJpc3N1ZWRBdCI6MTc1MDcyODI3MTE4M30.5YH3IyxtSj8298Vig_wtvReSvRLEZFbm4Sn1sUQ2-Xk
280,"연금저축펀드.irp,isa 다들하고 계시나요?","다름이 아니오라 선배님들은 연금저축펀드.irp.isa 하고계시는지 문득 궁금해서 글을 적어봅니다. 저는 연금저축펀드 비과세 600 과세 900 irp 비과세 300 isa. 2,000 이렇게넣고나서 미주를 할려다보니 투자자금이 남이 남지 않아서 고민에 고민입니다. 연펀 비과세600, irp비과세300만 넣고 미국주식에 나머지를 추가투입하는것이 맞는판단인지 틀린판단인지... 투자 선배님들은 어떤식으로 연금저축.....","라오어 미국주식 무한매수법 & 밸류리밸런싱
2024.12.03.",카페명 없음,날짜 없음,https://cafe.naver.com/infinitebuying/65775?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImluZmluaXRlYnV5aW5nIiwiYXJ0aWNsZUlkIjo2NTc3NSwiaXNzdWVkQXQiOjE3NTA3MjgyNzExODN9.s1tIQ5EqXj4MuhpEHekdbIg5-TKJwLofIUdzJ_7TKGM
281,IRP 연금수령시의 운영,"퇴직을 하게 되어서 곧 퇴직금이 IRP계좌로 입금될 예정인데 질문이 있습니다. Q1) 퇴직금으로 입금된 금액을 일부는 직접투자운영을 하고, 일부는 연금으로 전환하는 것도 가능한지요 ? (ex. 40%는... Q2) 만일 100%를 15년으로 나누어서 연금으로 받는 경우라고 하면, 15년 만료 될때까지는 계속 줄어들기는 하지만 자금이 계좌에 있는 상태인데, 계좌의 남은 자금에 대한 운영은 계좌사에서 직접...","은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2024.12.30.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/238248?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjM4MjQ4LCJpc3N1ZWRBdCI6MTc1MDcyODI3MTE4M30.qUSmwYrsdv7qs_cuok9axa80yDGhGM82SNS_gNdsYnM
282,irp로 etf 평가금액 표시,"지난번 미국장 폭락시(연 이틀)에 하나은행 irp계좌에서 미래에셋 타이거 나스닥 100을 매수 후 몇일 후 폭등 했습니다. 그 날 하나은행을 통해 매도를 할려고 보니 평가금액이 표시가 되지 않고, 전날에 평가금액이 표시가 되어 있어 얼마나 제가 이익이 난건지 알 수가 없었고 또한 매도 주문을 할 수가 없었습니다. 그리고 그 날 오후 7시 45분쯤 평가금액이 나와서 매도를 했는데 몇일 후 확인해보니 그날...","은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2025.04.15.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/266321?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjY2MzIxLCJpc3N1ZWRBdCI6MTc1MDcyODI3MTE4M30._SZ20bt0UypGx01L77Wl8_JPwGY-INg4sVVnz7MB_qQ
283,퇴직시 IRP 수령에 관해서 또 궁금해졌습니다!!,저희는 은행에서 DB형으로 굴리고 있는데요 퇴직시에 이용중인 은행에서 IRP를 개설하는게 좋다고 하는데 저는 증권사IRP로 가져가고 싶거든요 깨지않으려고요 여기서 질문은 은행개설IRP로 받고 증권사IRP로 이전하는게 가능한가요? 아니면 처음부터 그냥 증권사IRP로 받는게 나을까요?,"은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2024.12.05.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/231763?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjMxNzYzLCJpc3N1ZWRBdCI6MTc1MDcyODI3MTE4M30.3qFB_Dm3dsMcGtZesxcG4HMV1MAheFHRK6Q6Uki77IE
284,개인형 IRP 증권사 추천,"개인형 IRP를 개설할까 고민 중입니다. 기존에 DC형은 교보생명에서 미래에셋으로 이전해서 운용하다가, 퇴직시 미래에셋에 미리 개설된 IRP 계좌로 수령 예정입니다. 다들 추천 하기를 10원만 넣고 있다가 5년을 채우고, 퇴직금 수령하면 유리하다니 그렇게 하려구요. 그런데, 금융사당 는 1개만 개설이 가능하고, 퇴직금은 미래에셋으로 정해졌으므로, 개인 적립형 는 다른 금용사에 개설해야겠죠. 어디가...","은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2024.11.12.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/226296?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjI2Mjk2LCJpc3N1ZWRBdCI6MTc1MDcyODI3MTE4M30.vZqEpxP3xB0AcbkV3rOBXsUuZ4paOnqY-gS7zl89HS8
